cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_location,case_id
CDR000060,8365515848,9861114576,2025-07-20 02:57:05,65,Delhi Hub 3,CASE0002
CDR000061,6337469833,9085173289,2025-09-21 09:02:19,50,Lucknow Park 94,CASE0002
CDR000062,9085173289,9861114576,2025-06-22 05:05:16,728,Visakhapatnam Junction 34,CASE0002
CDR000063,9480164403,7697182360,2023-01-04 09:21:54,240,Visakhapatnam Tower 14,CASE0002
CDR000064,9085173289,9279595142,2023-04-13 23:00:23,890,Bengaluru Tower 105,CASE0002
CDR000065,9861114576,6672007843,2024-09-17 14:52:49,133,Visakhapatnam Hub 38,CASE0002
CDR000066,8931539839,9052774025,2025-12-15 05:16:19,199,Delhi Park 49,CASE0002
CDR000067,9052774025,9085173289,2023-02-15 01:38:15,875,Nagpur Junction 51,CASE0002
CDR000068,9861114576,7189672012,2025-11-12 23:29:20,410,Nagpur Tower 104,CASE0002
CDR000069,9052774025,9085173289,2024-03-29 11:05:08,52,Chandigarh Junction 44,CASE0002
CDR000070,8883114147,9861114576,2023-03-19 11:39:01,551,Patna Market 4,CASE0002
CDR000071,9052774025,7121980418,2024-12-14 00:20:40,893,Nagpur Plaza 106,CASE0002
CDR000072,8436436444,9279595142,2025-04-27 22:19:06,133,Chandigarh Junction 44,CASE0002
CDR000073,9861114576,9085173289,2023-12-07 12:02:29,312,Chennai Park 96,CASE0002
CDR000074,9861114576,7121980418,2023-11-16 07:25:24,715,Hyderabad Plaza 22,CASE0002
CDR000075,9085173289,9052774025,2024-08-26 04:45:34,211,Lucknow Colony 29,CASE0002
CDR000076,9861114576,8931539839,2024-10-06 22:01:20,401,Ranchi Colony 111,CASE0002
CDR000077,8931539839,9052774025,2025-01-12 03:53:37,464,Indore Tower 39,CASE0002
CDR000078,7189672012,6337469833,2023-07-07 11:40:01,448,Jaipur Colony 56,CASE0002
CDR000079,6215632135,9861114576,2023-04-10 16:18:24,320,Chennai Colony 48,CASE0002
CDR000080,7311775331,9279595142,2025-10-08 10:32:29,153,Nagpur Market 32,CASE0002
CDR000081,9052774025,6215632135,2024-08-28 10:07:03,319,Indore Market 83,CASE0002
CDR000082,7121980418,9052774025,2023-02-08 13:04:49,729,Delhi Junction 147,CASE0002
CDR000083,9052774025,7121980418,2024-02-25 02:56:27,289,Guwahati Plaza 92,CASE0002
CDR000084,8436436444,9052774025,2025-07-15 13:03:12,344,Bengaluru Tower 105,CASE0002
CDR000085,8881898484,9279595142,2023-01-04 19:04:26,669,Indore Tower 39,CASE0002
CDR000086,9279595142,9085173289,2023-10-12 08:16:04,670,Bhopal Junction 58,CASE0002
CDR000087,8881898484,7189672012,2024-08-14 03:59:53,481,Bhopal Hub 113,CASE0002
CDR000088,6337469833,7697182360,2024-04-08 03:55:04,180,Patna Hub 91,CASE0002
CDR000089,8436436444,9052774025,2023-07-09 03:51:36,226,Delhi Hub 82,CASE0002
CDR000090,7189672012,9861114576,2023-07-07 14:01:20,412,Chennai Park 96,CASE0002
CDR000091,7121980418,6337469833,2025-05-18 16:16:19,620,Guwahati Junction 159,CASE0002
CDR000092,9052774025,9085173289,2023-07-11 09:38:37,238,Patna Market 4,CASE0002
CDR000093,8436436444,9052774025,2025-05-13 07:55:02,565,Hyderabad Park 7,CASE0002
CDR000094,9052774025,9456522036,2025-12-27 21:40:52,215,Pune Market 17,CASE0002
CDR000095,9480164403,7311775331,2023-03-19 13:19:37,634,Indore Hub 2,CASE0002
CDR000096,7189672012,9456522036,2023-03-17 09:12:33,754,Nagpur Junction 36,CASE0002
CDR000097,8436436444,6672007843,2024-10-11 23:08:53,751,Chennai Colony 153,CASE0002
CDR000098,9085173289,9052774025,2023-10-28 23:46:41,321,Delhi Junction 147,CASE0002
CDR000099,9052774025,9085173289,2023-12-28 17:31:18,769,Chennai Colony 153,CASE0002
CDR000100,6337469833,9085173289,2024-07-23 05:47:33,401,Jaipur Colony 114,CASE0002
CDR000101,9019919848,9003437432,2024-09-18 14:38:32,338,Ahmedabad Plaza 35,CASE0003
CDR000102,9003437432,7234149929,2023-03-23 06:25:50,68,Kochi Plaza 107,CASE0003
CDR000103,9003437432,7075741424,2024-12-20 13:41:49,69,Visakhapatnam Colony 72,CASE0003
CDR000104,8269450053,7505349419,2023-08-07 07:22:22,573,Hyderabad Hub 12,CASE0003
CDR000105,6070716348,7406527758,2025-08-21 23:12:13,328,Patna Market 70,CASE0003
CDR000106,9019919848,7234149929,2023-10-31 20:44:14,680,Kochi Park 117,CASE0003
CDR000107,8153740513,6851846689,2024-01-08 02:43:27,552,Chennai Hub 5,CASE0003
CDR000108,9003437432,6773454757,2023-06-26 06:29:52,279,Delhi Hub 3,CASE0003
CDR000109,9003437432,9019919848,2023-01-17 23:23:46,306,Guwahati Plaza 152,CASE0003
CDR000110,6851846689,6070716348,2025-02-05 01:37:44,639,Hyderabad Colony 145,CASE0003
CDR000111,8269450053,7505349419,2024-12-08 03:20:41,623,Kochi Park 115,CASE0003
CDR000112,6070716348,8269450053,2025-02-22 04:54:22,83,Kolkata Junction 45,CASE0003
CDR000113,8269450053,7234149929,2024-10-17 19:11:22,200,Delhi Park 47,CASE0003
CDR000114,7505349419,9019919848,2025-03-19 07:11:21,319,Lucknow Park 19,CASE0003
CDR000115,7406527758,6070716348,2023-07-19 09:55:13,167,Lucknow Park 19,CASE0003
CDR000116,7234149929,9003437432,2025-08-15 06:46:45,686,Kolkata Park 18,CASE0003
CDR000117,9019919848,6070716348,2025-01-03 15:17:43,44,Guwahati Park 158,CASE0003
CDR000118,6070716348,7831800366,2025-02-09 09:25:36,193,Pune Market 65,CASE0003
CDR000119,7505349419,9003437432,2025-02-27 12:35:46,706,Bengaluru Tower 66,CASE0003
CDR000120,6851846689,8010162600,2024-08-28 19:49:00,610,Hyderabad Market 131,CASE0003
CDR000121,6851846689,6070716348,2024-06-26 14:34:56,234,Nagpur Colony 80,CASE0003
CDR000122,7831800366,6070716348,2024-04-01 13:28:31,538,Chandigarh Hub 74,CASE0003
CDR000123,6070716348,7234149929,2025-12-03 12:12:57,582,Pune Market 17,CASE0003
CDR000124,7353277376,6070716348,2024-02-24 20:53:39,392,Nagpur Tower 104,CASE0003
CDR000125,7234149929,8010162600,2025-07-05 03:59:47,712,Hyderabad Park 7,CASE0003
CDR000126,8010162600,7505349419,2024-12-07 09:18:48,880,Patna Colony 77,CASE0003
CDR000127,7234149929,8010162600,2025-08-13 03:05:43,414,Visakhapatnam Junction 34,CASE0003
CDR000128,6851846689,8153740513,2025-07-10 16:04:05,608,Visakhapatnam Junction 21,CASE0003
CDR000129,8153740513,7234149929,2025-10-11 22:00:28,761,Delhi Park 47,CASE0003
CDR000130,8269450053,7505349419,2023-10-16 22:58:37,172,Nagpur Junction 116,CASE0003
CDR000131,9003437432,8010162600,2023-08-05 12:35:01,453,Patna Hub 52,CASE0003
CDR000132,8269450053,9003437432,2023-06-21 05:22:15,419,Kochi Tower 144,CASE0003
CDR000133,7234149929,6070716348,2024-06-10 22:59:12,568,Mumbai Plaza 27,CASE0003
CDR000134,8153740513,7234149929,2023-02-15 07:38:53,826,Guwahati Plaza 92,CASE0003
CDR000135,9003437432,6851846689,2024-05-13 03:52:26,42,Delhi Park 49,CASE0003
CDR000136,7505349419,8153740513,2023-11-25 17:29:40,405,Nagpur Colony 80,CASE0003
CDR000137,6070716348,7234149929,2025-12-30 11:47:41,234,Lucknow Colony 87,CASE0003
CDR000138,8153740513,7505349419,2023-05-23 09:09:57,347,Bhopal Park 68,CASE0003
CDR000139,6070716348,6773454757,2024-05-25 19:37:24,498,Surat Market 150,CASE0003
CDR000140,8153740513,6851846689,2024-04-15 11:49:34,255,Hyderabad Plaza 22,CASE0003
CDR000141,7234149929,8010162600,2025-01-23 20:09:07,757,Bhopal Plaza 160,CASE0003
CDR000142,7234149929,6070716348,2025-11-20 04:48:05,507,Lucknow Park 79,CASE0003
CDR000143,7075741424,9003437432,2023-03-04 19:02:30,445,Ranchi Park 95,CASE0003
CDR000144,6070716348,8010162600,2025-10-13 06:26:34,36,Hyderabad Park 7,CASE0003
CDR000145,8153740513,9003437432,2024-06-23 00:33:07,697,Visakhapatnam Tower 42,CASE0003
CDR000146,6070716348,8269450053,2024-04-16 02:02:07,169,Visakhapatnam Colony 6,CASE0003
CDR000147,6070716348,7406527758,2024-03-08 16:10:23,506,Delhi Hub 3,CASE0003
CDR000148,6070716348,7831800366,2025-02-17 09:16:39,353,Patna Tower 13,CASE0003
CDR000149,7234149929,9003437432,2025-01-19 15:27:41,171,Mumbai Hub 76,CASE0003
CDR000150,7234149929,8153740513,2025-08-13 23:27:25,272,Nagpur Junction 37,CASE0003
CDR000151,7248709872,6821335683,2024-03-27 20:38:01,645,Visakhapatnam Colony 6,CASE0004
CDR000152,8782905249,6375658963,2024-01-14 14:29:20,175,Indore Market 135,CASE0004
CDR000153,8305641849,6375658963,2025-01-21 02:23:01,284,Hyderabad Plaza 102,CASE0004
CDR000154,6375658963,9126158388,2025-12-12 07:16:12,368,Jaipur Colony 114,CASE0004
CDR000155,9126158388,6943882211,2025-12-28 01:41:26,896,Kolkata Plaza 119,CASE0004
CDR000156,6821335683,7248709872,2025-07-26 06:35:05,278,Nagpur Market 32,CASE0004
CDR000157,9036118926,6821335683,2023-09-27 01:23:41,750,Nagpur Hub 26,CASE0004
CDR000158,9126158388,6749921640,2023-12-11 09:47:36,645,Guwahati Plaza 92,CASE0004
CDR000159,9126158388,9453714732,2024-02-14 21:04:32,725,Mumbai Hub 138,CASE0004
CDR000160,7248709872,6375658963,2023-07-27 19:19:28,290,Lucknow Park 53,CASE0004
CDR000161,8782905249,8919665533,2025-07-05 15:06:29,882,Patna Hub 52,CASE0004
CDR000162,9126158388,9756650518,2025-06-27 13:24:27,823,Mumbai Park 41,CASE0004
CDR000163,9126158388,6749921640,2024-01-31 14:58:00,336,Kochi Tower 144,CASE0004
CDR000164,8919665533,7248709872,2023-06-23 05:02:28,48,Ranchi Park 95,CASE0004
CDR000165,7248709872,9036118926,2025-08-07 06:36:53,429,Delhi Hub 3,CASE0004
CDR000166,9453714732,9126158388,2025-09-16 09:38:06,494,Kochi Tower 126,CASE0004
CDR000167,6821335683,7248709872,2024-05-07 09:15:24,687,Visakhapatnam Hub 112,CASE0004
CDR000168,8782905249,9453714732,2023-02-06 15:38:44,838,Kochi Tower 126,CASE0004
CDR000169,8928150370,7248709872,2025-12-18 07:38:11,735,Nagpur Hub 118,CASE0004
CDR000170,6943882211,7248709872,2023-06-12 09:17:49,499,Ranchi Market 132,CASE0004
CDR000171,6821335683,9694086542,2024-05-17 20:33:46,896,Hyderabad Tower 10,CASE0004
CDR000172,6821335683,7248709872,2025-01-09 22:32:07,167,Ahmedabad Plaza 35,CASE0004
CDR000173,9599949732,7248709872,2024-10-02 05:18:25,727,Mumbai Hub 76,CASE0004
CDR000174,6375658963,9126158388,2023-01-20 17:47:56,486,Hyderabad Plaza 102,CASE0004
CDR000175,8973091218,6821335683,2024-09-05 03:06:35,804,Kochi Park 117,CASE0004
CDR000176,9036118926,6375658963,2025-12-09 01:43:22,241,Patna Colony 77,CASE0004
CDR000177,8928150370,8782905249,2024-02-25 23:58:15,504,Jaipur Colony 114,CASE0004
CDR000178,8782905249,8841484601,2023-12-27 05:23:01,436,Indore Tower 146,CASE0004
CDR000179,7248709872,8841484601,2024-11-24 13:09:12,592,Visakhapatnam Junction 110,CASE0004
CDR000180,8841484601,9126158388,2024-02-10 08:58:03,391,Bhopal Plaza 160,CASE0004
CDR000181,7248709872,6821335683,2025-01-18 15:22:17,898,Pune Market 65,CASE0004
CDR000182,6821335683,7621074144,2024-06-25 13:29:29,855,Delhi Junction 8,CASE0004
CDR000183,8782905249,9453714732,2023-09-16 20:35:10,387,Hyderabad Plaza 22,CASE0004
CDR000184,6943882211,7248709872,2025-10-22 17:13:47,412,Visakhapatnam Junction 110,CASE0004
CDR000185,8376601444,6375658963,2024-12-08 00:32:29,714,Kolkata Hub 143,CASE0004
CDR000186,8841484601,7248709872,2023-08-12 08:21:26,294,Delhi Market 141,CASE0004
CDR000187,6821335683,9756650518,2025-01-17 17:03:11,510,Surat Plaza 156,CASE0004
CDR000188,8305641849,8782905249,2024-01-03 17:01:47,627,Lucknow Colony 87,CASE0004
CDR000189,6375658963,8973091218,2025-05-20 13:13:33,425,Mumbai Park 41,CASE0004
CDR000190,9126158388,6943882211,2024-02-15 11:01:59,121,Pune Colony 59,CASE0004
CDR000191,8919665533,6375658963,2025-12-06 16:44:48,889,Surat Plaza 156,CASE0004
CDR000192,8782905249,6821335683,2023-05-07 10:06:32,336,Lucknow Park 19,CASE0004
CDR000193,6375658963,9126158388,2023-04-25 23:11:26,814,Lucknow Colony 149,CASE0004
CDR000194,6821335683,8973091218,2025-01-25 16:19:11,265,Kochi Plaza 107,CASE0004
CDR000195,8376601444,6375658963,2024-12-07 11:15:31,817,Nagpur Colony 80,CASE0004
CDR000196,7248709872,6375658963,2023-06-29 13:52:43,372,Mumbai Junction 88,CASE0004
CDR000197,8782905249,8973091218,2023-10-24 11:57:31,549,Jaipur Plaza 78,CASE0004
CDR000198,6375658963,9036118926,2023-06-22 16:01:57,106,Hyderabad Hub 16,CASE0004
CDR000199,8376601444,6375658963,2023-09-18 21:31:14,300,Visakhapatnam Colony 6,CASE0004
CDR000200,7248709872,6821335683,2025-01-18 12:36:30,565,Bhopal Colony 97,CASE0004
CDR000201,7391218706,8707986321,2025-05-01 06:22:01,635,Bengaluru Tower 66,CASE0005
CDR000202,7821781923,8973449305,2024-11-17 04:29:50,389,Visakhapatnam Junction 21,CASE0005
CDR000203,8643039429,8983074820,2025-04-03 08:53:36,727,Mumbai Junction 88,CASE0005
CDR000204,6029161746,9915059625,2023-02-02 17:00:00,840,Ahmedabad Tower 98,CASE0005
CDR000205,8789826041,8983074820,2023-08-09 03:29:36,166,Guwahati Plaza 57,CASE0005
CDR000206,8789826041,8973449305,2023-01-26 02:11:50,273,Mumbai Plaza 27,CASE0005
CDR000207,6641758231,9803586901,2024-04-30 03:40:06,328,Pune Colony 59,CASE0005
CDR000208,8707986321,9368154185,2025-11-16 01:06:09,900,Pune Colony 59,CASE0005
CDR000209,7391218706,9915059625,2025-05-20 17:07:23,259,Delhi Park 49,CASE0005
CDR000210,8365240553,7821781923,2023-03-02 19:07:51,873,Guwahati Park 158,CASE0005
CDR000211,8707986321,6029161746,2025-03-30 22:21:59,102,Nagpur Tower 130,CASE0005
CDR000212,8973449305,9643493941,2023-12-11 20:08:41,681,Ranchi Plaza 100,CASE0005
CDR000213,9915059625,9643493941,2023-04-07 20:57:08,282,Visakhapatnam Tower 14,CASE0005
CDR000214,9803586901,8365240553,2025-06-12 18:04:58,636,Kolkata Park 18,CASE0005
CDR000215,6641758231,9803586901,2025-05-18 06:51:05,785,Guwahati Colony 11,CASE0005
CDR000216,6223288377,8365240553,2024-06-22 16:58:56,435,Pune Market 17,CASE0005
CDR000217,8789826041,7063435948,2024-04-28 04:49:21,513,Nagpur Junction 36,CASE0005
CDR000218,7063435948,6029161746,2023-11-26 00:42:24,341,Hyderabad Tower 10,CASE0005
CDR000219,9643493941,9501526974,2024-11-14 04:37:22,538,Indore Tower 39,CASE0005
CDR000220,9368154185,8983074820,2025-05-01 09:07:13,457,Ranchi Plaza 100,CASE0005
CDR000221,8789826041,9803586901,2023-11-20 08:24:32,874,Patna Colony 77,CASE0005
CDR000222,8789826041,9643493941,2023-01-26 04:50:33,774,Hyderabad Market 131,CASE0005
CDR000223,6237106728,9803586901,2025-07-28 23:50:06,547,Ahmedabad Plaza 35,CASE0005
CDR000224,7391218706,9803586901,2025-06-14 12:33:26,820,Guwahati Plaza 152,CASE0005
CDR000225,8643039429,9915059625,2023-07-27 19:48:48,726,Delhi Junction 8,CASE0005
CDR000226,7063435948,9803586901,2025-02-19 15:31:58,53,Kochi Park 117,CASE0005
CDR000227,6641758231,8983074820,2024-09-07 03:50:23,491,Delhi Hub 82,CASE0005
CDR000228,7821781923,6029161746,2025-08-23 03:06:14,899,Chennai Plaza 139,CASE0005
CDR000229,9915059625,6029161746,2025-10-06 20:08:34,69,Visakhapatnam Market 50,CASE0005
CDR000230,6223288377,8789826041,2023-01-26 15:46:45,305,Visakhapatnam Hub 112,CASE0005
CDR000231,9915059625,8789826041,2023-01-04 08:48:19,53,Pune Junction 25,CASE0005
CDR000232,6223288377,8707986321,2025-08-27 22:31:46,853,Kolkata Hub 143,CASE0005
CDR000233,6029161746,9803586901,2024-02-26 16:43:37,458,Nagpur Junction 37,CASE0005
CDR000234,8789826041,9803586901,2024-12-08 16:56:35,389,Visakhapatnam Junction 34,CASE0005
CDR000235,9915059625,9501526974,2024-01-16 00:30:50,811,Hyderabad Junction 86,CASE0005
CDR000236,8707986321,7821781923,2025-02-11 14:10:24,778,Mumbai Park 41,CASE0005
CDR000237,7391218706,9803586901,2024-02-08 17:52:54,219,Pune Market 65,CASE0005
CDR000238,9368154185,8983074820,2025-10-06 20:17:49,363,Chennai Plaza 139,CASE0005
CDR000239,8973449305,7391218706,2024-05-05 18:01:29,659,Kochi Tower 126,CASE0005
CDR000240,9803586901,7821781923,2023-05-20 05:06:16,618,Lucknow Junction 137,CASE0005
CDR000241,9803586901,7821781923,2024-08-11 05:39:37,246,Lucknow Colony 29,CASE0005
CDR000242,6223288377,6029161746,2023-10-14 23:30:27,688,Kochi Tower 144,CASE0005
CDR000243,8973449305,9643493941,2025-01-21 01:54:06,601,Chandigarh Tower 157,CASE0005
CDR000244,8707986321,7063435948,2023-07-16 08:15:45,470,Bhopal Junction 58,CASE0005
CDR000245,8643039429,8973449305,2025-05-05 14:58:34,170,Guwahati Hub 129,CASE0005
CDR000246,8973449305,6029161746,2023-11-30 13:17:43,129,Nagpur Colony 80,CASE0005
CDR000247,7391218706,8707986321,2025-10-26 19:31:33,185,Ranchi Colony 90,CASE0005
CDR000248,8789826041,6223288377,2025-10-11 17:00:51,159,Kochi Colony 148,CASE0005
CDR000249,9915059625,6029161746,2025-11-07 04:32:58,454,Delhi Junction 147,CASE0005
CDR000250,8973449305,8365240553,2025-04-24 01:56:14,207,Hyderabad Park 81,CASE0005
CDR000251,6342028471,6319092487,2024-04-10 17:17:01,77,Bhopal Hub 113,CASE0006
CDR000252,9710740433,6319092487,2025-04-17 07:02:41,899,Indore Market 136,CASE0006
CDR000253,8738010124,9710740433,2023-08-24 16:28:45,40,Visakhapatnam Colony 72,CASE0006
CDR000254,7129328963,6511436786,2023-05-23 09:30:40,168,Kolkata Plaza 119,CASE0006
CDR000255,6342028471,8720765024,2024-12-08 06:41:55,803,Kolkata Plaza 119,CASE0006
CDR000256,7075605269,7129328963,2025-11-18 21:48:49,522,Mumbai Hub 138,CASE0006
CDR000257,8517208496,8738010124,2025-04-26 01:43:28,727,Kolkata Hub 143,CASE0006
CDR000258,6342028471,6319092487,2023-08-04 06:09:37,502,Ranchi Colony 90,CASE0006
CDR000259,6319092487,6342028471,2025-12-13 10:10:47,421,Visakhapatnam Market 84,CASE0006
CDR000260,6319092487,7075605269,2023-01-13 12:00:37,877,Delhi Junction 147,CASE0006
CDR000261,6342028471,8517208496,2024-10-26 06:50:51,334,Bhopal Hub 113,CASE0006
CDR000262,6319092487,7075605269,2025-09-10 18:28:02,299,Delhi Market 141,CASE0006
CDR000263,6078187109,7129328963,2025-12-26 03:28:26,306,Hyderabad Tower 10,CASE0006
CDR000264,9710740433,7129328963,2023-10-07 16:48:19,580,Mumbai Hub 76,CASE0006
CDR000265,6078187109,7075605269,2025-03-05 14:50:30,720,Delhi Junction 147,CASE0006
CDR000266,7129328963,6361487824,2025-03-25 23:52:35,96,Visakhapatnam Hub 123,CASE0006
CDR000267,8720765024,9710740433,2023-10-18 03:54:09,176,Ranchi Junction 140,CASE0006
CDR000268,6319092487,6342028471,2023-11-30 07:39:19,237,Bengaluru Tower 66,CASE0006
CDR000269,6078187109,6319092487,2025-09-18 00:28:28,677,Guwahati Park 158,CASE0006
CDR000270,7129328963,8564343697,2024-11-18 17:19:26,827,Chennai Plaza 139,CASE0006
CDR000271,6319092487,6511436786,2025-05-05 19:55:12,900,Lucknow Colony 73,CASE0006
CDR000272,6078187109,7075605269,2023-02-20 05:35:01,718,Ranchi Junction 140,CASE0006
CDR000273,8564343697,8720765024,2023-11-22 10:11:22,545,Nagpur Junction 37,CASE0006
CDR000274,8720765024,6511436786,2023-06-03 22:44:29,656,Bengaluru Tower 105,CASE0006
CDR000275,9710740433,8738010124,2025-11-09 03:48:38,317,Nagpur Junction 116,CASE0006
CDR000276,9710740433,7075605269,2024-01-23 08:53:54,279,Guwahati Plaza 92,CASE0006
CDR000277,8564343697,7129328963,2025-03-16 09:40:29,558,Bengaluru Market 43,CASE0006
CDR000278,8517208496,6078187109,2023-01-14 16:25:32,438,Lucknow Colony 149,CASE0006
CDR000279,6078187109,8738010124,2025-01-24 13:01:53,271,Surat Hub 9,CASE0006
CDR000280,8517208496,6319092487,2023-04-04 20:49:23,491,Bhopal Hub 113,CASE0006
CDR000281,7129328963,8517208496,2024-11-02 19:12:42,582,Indore Market 23,CASE0006
CDR000282,6319092487,6073095055,2023-12-26 12:05:28,426,Indore Hub 63,CASE0006
CDR000283,7075605269,6342028471,2023-05-17 09:02:12,382,Patna Colony 77,CASE0006
CDR000284,6361487824,7129328963,2023-04-23 23:41:20,292,Bhopal Junction 151,CASE0006
CDR000285,7129328963,9710740433,2023-10-10 14:51:53,579,Kochi Plaza 107,CASE0006
CDR000286,6342028471,8720765024,2025-10-27 21:01:55,634,Patna Market 67,CASE0006
CDR000287,6319092487,9710740433,2023-08-20 13:13:48,690,Kochi Plaza 107,CASE0006
CDR000288,9710740433,8517208496,2023-07-03 11:14:43,574,Hyderabad Tower 85,CASE0006
CDR000289,7129328963,8517208496,2023-10-09 09:19:22,694,Mumbai Hub 55,CASE0006
CDR000290,6319092487,9710740433,2025-09-30 17:15:48,200,Nagpur Hub 26,CASE0006
CDR000291,8738010124,8517208496,2023-08-31 13:18:16,347,Chandigarh Tower 157,CASE0006
