message_id,sender_phone,receiver_phone,timestamp,message_text,case_id
MSG0000044,9085173289,6337469833,2024-08-04 09:37:18,Split the amount across the three accounts.,CASE0002
MSG0000045,9085173289,9052774025,2023-03-14 21:13:06,"The buyer confirmed, proceed with delivery.",CASE0002
MSG0000046,8881898484,9279595142,2025-05-02 14:57:39,Do not call me on the main line again.,CASE0002
MSG0000047,9279595142,8883114147,2023-12-09 20:08:59,"Police are asking questions, stay quiet.",CASE0002
MSG0000048,9861114576,9085173289,2023-06-08 23:28:02,Destroy the old SIM after tonight.,CASE0002
MSG0000049,9085173289,9279595142,2024-12-02 21:20:20,"The buyer confirmed, proceed with delivery.",CASE0002
MSG0000050,7697182360,6337469833,2025-10-09 21:52:39,"Police are asking questions, stay quiet.",CASE0002
MSG0000051,7311775331,6337469833,2023-12-09 20:52:45,"The buyer confirmed, proceed with delivery.",CASE0002
MSG0000052,9052774025,7697182360,2025-12-27 10:02:57,Split the amount across the three accounts.,CASE0002
MSG0000053,9279595142,7697182360,2024-08-22 04:14:32,Split the amount across the three accounts.,CASE0002
MSG0000054,6215632135,8436436444,2025-09-29 20:51:45,Do not call me on the main line again.,CASE0002
MSG0000055,8931539839,7697182360,2024-02-06 14:21:33,"Police are asking questions, stay quiet.",CASE0002
MSG0000056,9085173289,9279595142,2025-01-01 00:29:12,"Police are asking questions, stay quiet.",CASE0002
MSG0000057,6215632135,9279595142,2023-04-11 15:14:23,Split the amount across the three accounts.,CASE0002
MSG0000058,8881898484,6426430297,2023-08-30 00:26:46,"Police are asking questions, stay quiet.",CASE0002
MSG0000059,9480164403,7189672012,2024-06-23 11:25:36,"The buyer confirmed, proceed with delivery.",CASE0002
MSG0000060,8365515848,9279595142,2024-06-10 09:05:40,Split the amount across the three accounts.,CASE0002
MSG0000061,7189672012,9456522036,2023-06-22 06:09:07,Meet at the usual spot after the handoff.,CASE0002
MSG0000062,9052774025,8883114147,2024-10-13 11:34:03,Do not call me on the main line again.,CASE0002
MSG0000063,8365515848,6337469833,2024-01-14 18:28:49,Use the alternate account for this transfer.,CASE0002
MSG0000064,9052774025,8931539839,2024-03-08 02:04:06,Meet at the usual spot after the handoff.,CASE0002
MSG0000065,9279595142,9085173289,2025-10-25 00:58:42,Split the amount across the three accounts.,CASE0002
MSG0000066,9279595142,7189672012,2024-07-15 12:00:42,Destroy the old SIM after tonight.,CASE0002
MSG0000067,9861114576,9085173289,2025-08-19 21:58:23,"The buyer confirmed, proceed with delivery.",CASE0002
MSG0000068,6672007843,7697182360,2023-10-30 20:54:42,Destroy the old SIM after tonight.,CASE0002
MSG0000069,6337469833,7121980418,2024-01-19 13:19:46,"The buyer confirmed, proceed with delivery.",CASE0002
MSG0000070,6215632135,7311775331,2025-01-02 10:15:09,Use the alternate account for this transfer.,CASE0002
MSG0000071,9279595142,7697182360,2025-01-26 04:44:42,Destroy the old SIM after tonight.,CASE0002
MSG0000072,7189672012,9052774025,2025-04-27 09:51:16,Split the amount across the three accounts.,CASE0002
MSG0000073,9861114576,9085173289,2024-02-09 14:43:04,Meet at the usual spot after the handoff.,CASE0002
MSG0000074,6337469833,8931539839,2025-12-15 23:15:43,"The buyer confirmed, proceed with delivery.",CASE0002
MSG0000075,7697182360,6337469833,2023-03-28 01:49:40,Do not call me on the main line again.,CASE0002
MSG0000076,6337469833,9085173289,2024-07-25 20:03:25,Destroy the old SIM after tonight.,CASE0002
MSG0000077,9085173289,6337469833,2025-08-10 18:12:30,"The buyer confirmed, proceed with delivery.",CASE0002
MSG0000078,6426430297,9861114576,2023-06-26 23:57:24,Destroy the old SIM after tonight.,CASE0002
MSG0000079,9085173289,9861114576,2023-12-29 04:15:13,"The buyer confirmed, proceed with delivery.",CASE0002
MSG0000080,6337469833,9085173289,2025-05-30 18:47:18,"Police are asking questions, stay quiet.",CASE0002
MSG0000081,6851846689,6070716348,2023-02-12 01:10:56,"Police are asking questions, stay quiet.",CASE0003
MSG0000082,6851846689,6070716348,2025-03-18 18:31:35,"The buyer confirmed, proceed with delivery.",CASE0003
MSG0000083,6070716348,7353277376,2023-01-27 14:46:26,"The buyer confirmed, proceed with delivery.",CASE0003
MSG0000084,9003437432,7406527758,2023-03-28 14:15:09,Do not call me on the main line again.,CASE0003
MSG0000085,8010162600,6851846689,2024-04-18 14:37:15,Meet at the usual spot after the handoff.,CASE0003
MSG0000086,6070716348,7234149929,2024-07-22 22:44:55,Do not call me on the main line again.,CASE0003
MSG0000087,8010162600,9003437432,2023-11-06 07:12:29,Destroy the old SIM after tonight.,CASE0003
MSG0000088,9019919848,6851846689,2023-08-10 13:41:54,"The buyer confirmed, proceed with delivery.",CASE0003
MSG0000089,7234149929,8010162600,2025-02-26 14:36:55,Use the alternate account for this transfer.,CASE0003
MSG0000090,7505349419,9019919848,2024-04-22 01:00:09,Meet at the usual spot after the handoff.,CASE0003
MSG0000091,9003437432,7505349419,2024-11-26 11:20:12,"Police are asking questions, stay quiet.",CASE0003
MSG0000092,7234149929,8153740513,2023-12-22 22:46:32,"Police are asking questions, stay quiet.",CASE0003
MSG0000093,7353277376,9003437432,2025-12-15 04:45:05,"Police are asking questions, stay quiet.",CASE0003
MSG0000094,7234149929,6070716348,2025-01-02 08:55:55,"The buyer confirmed, proceed with delivery.",CASE0003
MSG0000095,9003437432,7406527758,2023-07-18 01:45:24,Destroy the old SIM after tonight.,CASE0003
MSG0000096,8153740513,7234149929,2025-12-08 00:50:41,Do not call me on the main line again.,CASE0003
MSG0000097,7406527758,6070716348,2023-10-16 06:16:49,Use the alternate account for this transfer.,CASE0003
MSG0000098,6070716348,6851846689,2024-12-04 10:21:54,"The buyer confirmed, proceed with delivery.",CASE0003
MSG0000099,7406527758,6070716348,2025-09-12 21:51:42,Do not call me on the main line again.,CASE0003
MSG0000100,9003437432,7234149929,2025-11-19 09:38:46,Meet at the usual spot after the handoff.,CASE0003
MSG0000101,8269450053,6070716348,2025-09-13 11:42:31,"Police are asking questions, stay quiet.",CASE0003
MSG0000102,6070716348,7505349419,2023-06-28 02:02:59,Use the alternate account for this transfer.,CASE0003
MSG0000103,6070716348,6773454757,2024-08-22 08:56:44,Do not call me on the main line again.,CASE0003
MSG0000104,9019919848,6851846689,2025-09-25 11:56:59,Split the amount across the three accounts.,CASE0003
MSG0000105,7234149929,8010162600,2024-01-12 06:51:57,Destroy the old SIM after tonight.,CASE0003
MSG0000106,8010162600,9003437432,2024-12-31 22:37:52,Meet at the usual spot after the handoff.,CASE0003
MSG0000107,7075741424,6070716348,2023-06-30 16:47:34,Split the amount across the three accounts.,CASE0003
MSG0000108,6851846689,9019919848,2023-09-07 06:03:02,Do not call me on the main line again.,CASE0003
MSG0000109,6070716348,6851846689,2024-02-19 15:10:08,"The buyer confirmed, proceed with delivery.",CASE0003
MSG0000110,9003437432,8153740513,2023-05-20 10:49:25,Split the amount across the three accounts.,CASE0003
MSG0000111,6070716348,7406527758,2025-05-11 03:51:52,Use the alternate account for this transfer.,CASE0003
MSG0000112,8153740513,6070716348,2025-06-22 00:31:18,Use the alternate account for this transfer.,CASE0003
MSG0000113,6773454757,9003437432,2024-04-10 02:48:00,"Police are asking questions, stay quiet.",CASE0003
MSG0000114,6851846689,8010162600,2024-11-29 05:18:08,Do not call me on the main line again.,CASE0003
MSG0000115,6851846689,8010162600,2025-02-09 05:09:01,Do not call me on the main line again.,CASE0003
MSG0000116,6773454757,9003437432,2023-06-22 05:20:55,Use the alternate account for this transfer.,CASE0003
MSG0000117,6070716348,7234149929,2024-08-23 14:00:58,Do not call me on the main line again.,CASE0003
MSG0000118,9003437432,7505349419,2023-05-03 07:54:46,Use the alternate account for this transfer.,CASE0003
MSG0000119,8153740513,6070716348,2025-02-01 08:36:00,Split the amount across the three accounts.,CASE0003
MSG0000120,7406527758,6070716348,2025-11-18 22:58:26,"The buyer confirmed, proceed with delivery.",CASE0003
MSG0000121,9126158388,7621074144,2024-02-11 07:51:40,"Police are asking questions, stay quiet.",CASE0004
MSG0000122,7248709872,6821335683,2025-08-21 18:07:53,Use the alternate account for this transfer.,CASE0004
MSG0000123,8973091218,6375658963,2024-01-22 06:33:09,Meet at the usual spot after the handoff.,CASE0004
MSG0000124,9453714732,9126158388,2025-06-06 12:03:27,"Police are asking questions, stay quiet.",CASE0004
MSG0000125,7248709872,6821335683,2023-11-02 02:17:32,Destroy the old SIM after tonight.,CASE0004
MSG0000126,8305641849,7248709872,2024-08-05 19:15:18,Meet at the usual spot after the handoff.,CASE0004
MSG0000127,9126158388,7621074144,2024-06-22 19:28:33,Use the alternate account for this transfer.,CASE0004
MSG0000128,8782905249,6821335683,2023-12-31 16:05:57,Use the alternate account for this transfer.,CASE0004
MSG0000129,6821335683,8782905249,2024-08-13 07:55:34,Destroy the old SIM after tonight.,CASE0004
MSG0000130,9756650518,6821335683,2025-06-02 15:53:20,Split the amount across the three accounts.,CASE0004
MSG0000131,8782905249,6375658963,2024-12-23 14:18:29,"The buyer confirmed, proceed with delivery.",CASE0004
MSG0000132,9756650518,6375658963,2025-03-15 09:07:50,"Police are asking questions, stay quiet.",CASE0004
MSG0000133,7248709872,6749921640,2023-08-11 05:17:18,Use the alternate account for this transfer.,CASE0004
MSG0000134,9126158388,6749921640,2025-03-27 15:45:41,Split the amount across the three accounts.,CASE0004
MSG0000135,8782905249,6749921640,2025-03-20 21:19:46,Use the alternate account for this transfer.,CASE0004
MSG0000136,6943882211,7248709872,2023-06-30 16:47:48,"The buyer confirmed, proceed with delivery.",CASE0004
MSG0000137,9453714732,7248709872,2023-08-04 11:53:26,"The buyer confirmed, proceed with delivery.",CASE0004
MSG0000138,7248709872,6943882211,2023-01-08 11:05:34,Meet at the usual spot after the handoff.,CASE0004
MSG0000139,6375658963,7248709872,2025-04-10 06:39:01,Meet at the usual spot after the handoff.,CASE0004
MSG0000140,7621074144,6821335683,2025-09-14 19:40:35,Split the amount across the three accounts.,CASE0004
MSG0000141,6375658963,9694086542,2023-07-28 06:25:34,Split the amount across the three accounts.,CASE0004
MSG0000142,6821335683,9126158388,2025-10-28 22:08:59,Destroy the old SIM after tonight.,CASE0004
MSG0000143,6821335683,7248709872,2023-01-26 05:09:01,Split the amount across the three accounts.,CASE0004
MSG0000144,9126158388,6821335683,2023-08-14 14:42:16,"Police are asking questions, stay quiet.",CASE0004
MSG0000145,6375658963,8973091218,2025-10-12 19:29:54,Destroy the old SIM after tonight.,CASE0004
MSG0000146,6821335683,9126158388,2023-05-27 06:25:19,Destroy the old SIM after tonight.,CASE0004
MSG0000147,6821335683,9756650518,2025-12-28 02:10:30,Use the alternate account for this transfer.,CASE0004
MSG0000148,8782905249,9453714732,2025-08-04 17:53:47,Meet at the usual spot after the handoff.,CASE0004
MSG0000149,6375658963,9126158388,2023-10-29 10:56:53,Split the amount across the three accounts.,CASE0004
MSG0000150,8782905249,6375658963,2024-09-13 00:47:28,"The buyer confirmed, proceed with delivery.",CASE0004
MSG0000151,8928150370,6375658963,2023-05-08 07:30:54,Do not call me on the main line again.,CASE0004
MSG0000152,9126158388,6375658963,2023-04-19 07:45:01,Use the alternate account for this transfer.,CASE0004
MSG0000153,6375658963,8782905249,2023-08-09 03:40:31,Do not call me on the main line again.,CASE0004
MSG0000154,9126158388,6375658963,2023-06-26 09:23:15,Split the amount across the three accounts.,CASE0004
MSG0000155,9599949732,7248709872,2024-04-03 20:02:19,"The buyer confirmed, proceed with delivery.",CASE0004
MSG0000156,9453714732,8782905249,2023-12-12 22:15:10,Destroy the old SIM after tonight.,CASE0004
MSG0000157,6821335683,9126158388,2023-12-14 20:42:15,"Police are asking questions, stay quiet.",CASE0004
MSG0000158,6821335683,9036118926,2024-09-05 15:40:40,Meet at the usual spot after the handoff.,CASE0004
MSG0000159,8928150370,6821335683,2025-06-28 11:12:52,Meet at the usual spot after the handoff.,CASE0004
MSG0000160,8376601444,7248709872,2024-10-29 00:24:30,Meet at the usual spot after the handoff.,CASE0004
MSG0000161,8983074820,9643493941,2025-08-22 18:57:47,Destroy the old SIM after tonight.,CASE0005
MSG0000162,8707986321,6641758231,2024-11-02 21:35:53,Do not call me on the main line again.,CASE0005
MSG0000163,8973449305,7063435948,2023-09-10 02:29:58,"The buyer confirmed, proceed with delivery.",CASE0005
MSG0000164,8973449305,8643039429,2023-08-29 15:06:53,"Police are asking questions, stay quiet.",CASE0005
MSG0000165,7063435948,9915059625,2025-12-22 04:12:49,Destroy the old SIM after tonight.,CASE0005
MSG0000166,9643493941,8707986321,2023-12-07 01:51:42,Meet at the usual spot after the handoff.,CASE0005
MSG0000167,9368154185,8973449305,2025-06-17 19:51:02,Do not call me on the main line again.,CASE0005
MSG0000168,6237106728,9915059625,2024-07-24 07:36:30,Do not call me on the main line again.,CASE0005
MSG0000169,6029161746,9643493941,2025-04-08 04:31:28,Use the alternate account for this transfer.,CASE0005
MSG0000170,8789826041,9803586901,2025-07-07 03:36:19,"Police are asking questions, stay quiet.",CASE0005
MSG0000171,7063435948,9368154185,2024-11-02 16:18:32,Destroy the old SIM after tonight.,CASE0005
MSG0000172,9501526974,8643039429,2024-04-26 11:34:43,"The buyer confirmed, proceed with delivery.",CASE0005
MSG0000173,8365240553,8973449305,2023-02-19 18:14:52,Split the amount across the three accounts.,CASE0005
MSG0000174,9368154185,7063435948,2025-10-26 05:09:40,Destroy the old SIM after tonight.,CASE0005
MSG0000175,9368154185,8707986321,2023-10-22 18:28:08,Use the alternate account for this transfer.,CASE0005
MSG0000176,7821781923,9803586901,2023-10-19 11:19:36,Split the amount across the three accounts.,CASE0005
MSG0000177,8365240553,8983074820,2023-06-11 10:54:51,Meet at the usual spot after the handoff.,CASE0005
MSG0000178,6223288377,8365240553,2023-08-18 04:58:00,Destroy the old SIM after tonight.,CASE0005
MSG0000179,8973449305,7821781923,2024-02-19 02:24:47,Split the amount across the three accounts.,CASE0005
MSG0000180,8365240553,8643039429,2024-04-28 16:28:14,"Police are asking questions, stay quiet.",CASE0005
MSG0000181,7063435948,9803586901,2025-07-20 07:11:18,Destroy the old SIM after tonight.,CASE0005
MSG0000182,9368154185,8707986321,2023-06-12 14:58:09,Destroy the old SIM after tonight.,CASE0005
MSG0000183,8973449305,9643493941,2024-01-23 17:27:50,"The buyer confirmed, proceed with delivery.",CASE0005
MSG0000184,7391218706,8983074820,2024-09-09 11:12:02,Do not call me on the main line again.,CASE0005
MSG0000185,7391218706,8973449305,2024-11-01 11:42:12,Use the alternate account for this transfer.,CASE0005
MSG0000186,9915059625,6641758231,2025-02-04 06:32:15,Use the alternate account for this transfer.,CASE0005
MSG0000187,9643493941,8973449305,2025-12-02 16:37:37,Split the amount across the three accounts.,CASE0005
MSG0000188,8789826041,8973449305,2024-02-06 15:30:56,"The buyer confirmed, proceed with delivery.",CASE0005
MSG0000189,9915059625,9643493941,2024-07-19 04:32:10,"The buyer confirmed, proceed with delivery.",CASE0005
MSG0000190,6223288377,9368154185,2023-03-02 00:48:27,Destroy the old SIM after tonight.,CASE0005
MSG0000191,8365240553,9915059625,2023-05-11 20:16:11,Destroy the old SIM after tonight.,CASE0005
MSG0000192,8707986321,8643039429,2024-08-13 23:33:27,"Police are asking questions, stay quiet.",CASE0005
MSG0000193,9915059625,6029161746,2024-07-16 08:59:49,Meet at the usual spot after the handoff.,CASE0005
MSG0000194,6237106728,8983074820,2024-12-19 13:24:04,Split the amount across the three accounts.,CASE0005
MSG0000195,6029161746,8707986321,2024-05-20 18:19:32,Do not call me on the main line again.,CASE0005
MSG0000196,6029161746,8707986321,2025-03-03 09:34:42,Split the amount across the three accounts.,CASE0005
MSG0000197,9915059625,8643039429,2023-07-21 00:37:06,"The buyer confirmed, proceed with delivery.",CASE0005
MSG0000198,6223288377,8365240553,2025-08-18 01:15:05,Use the alternate account for this transfer.,CASE0005
MSG0000199,9368154185,8973449305,2025-05-27 12:43:00,Meet at the usual spot after the handoff.,CASE0005
MSG0000200,9915059625,8643039429,2023-09-16 00:55:29,Split the amount across the three accounts.,CASE0005
MSG0000201,8720765024,6073095055,2023-11-12 02:50:45,"The buyer confirmed, proceed with delivery.",CASE0006
MSG0000202,6511436786,6319092487,2023-07-14 19:23:18,Do not call me on the main line again.,CASE0006
MSG0000203,6361487824,7129328963,2024-11-09 22:38:48,Use the alternate account for this transfer.,CASE0006
MSG0000204,7129328963,6078187109,2024-06-13 05:40:12,Destroy the old SIM after tonight.,CASE0006
MSG0000205,8564343697,8738010124,2023-09-09 21:10:09,Split the amount across the three accounts.,CASE0006
MSG0000206,7075605269,6078187109,2025-05-07 17:59:43,Use the alternate account for this transfer.,CASE0006
MSG0000207,7075605269,8720765024,2024-04-17 16:04:27,Do not call me on the main line again.,CASE0006
MSG0000208,6078187109,7129328963,2025-11-13 18:57:52,Meet at the usual spot after the handoff.,CASE0006
MSG0000209,7129328963,6073095055,2025-01-28 13:05:18,Use the alternate account for this transfer.,CASE0006
MSG0000210,6073095055,8720765024,2025-05-15 13:16:13,Split the amount across the three accounts.,CASE0006
MSG0000211,9710740433,8738010124,2023-05-17 05:04:47,"The buyer confirmed, proceed with delivery.",CASE0006
MSG0000212,8564343697,8720765024,2025-03-17 04:30:59,Use the alternate account for this transfer.,CASE0006
MSG0000213,6073095055,8720765024,2024-02-02 00:45:04,"The buyer confirmed, proceed with delivery.",CASE0006
MSG0000214,7129328963,9710740433,2025-10-23 16:21:33,Meet at the usual spot after the handoff.,CASE0006
MSG0000215,6361487824,7129328963,2023-08-17 13:14:53,Destroy the old SIM after tonight.,CASE0006
MSG0000216,7129328963,7075605269,2024-11-26 19:55:24,Destroy the old SIM after tonight.,CASE0006
MSG0000217,8720765024,8517208496,2024-04-06 21:15:35,Split the amount across the three accounts.,CASE0006
MSG0000218,7075605269,6342028471,2025-05-27 08:49:39,Split the amount across the three accounts.,CASE0006
MSG0000219,6342028471,8738010124,2024-08-24 16:36:08,Split the amount across the three accounts.,CASE0006
MSG0000220,6342028471,7075605269,2024-10-31 16:25:28,"Police are asking questions, stay quiet.",CASE0006
MSG0000221,8738010124,8564343697,2024-12-11 11:00:24,Use the alternate account for this transfer.,CASE0006
MSG0000222,7129328963,8564343697,2024-04-13 16:02:35,Destroy the old SIM after tonight.,CASE0006
MSG0000223,6319092487,6342028471,2025-04-25 21:02:49,Meet at the usual spot after the handoff.,CASE0006
MSG0000224,9710740433,6319092487,2023-01-02 08:05:27,"Police are asking questions, stay quiet.",CASE0006
MSG0000225,8720765024,6511436786,2025-08-29 01:34:32,Meet at the usual spot after the handoff.,CASE0006
MSG0000226,8738010124,6361487824,2023-06-09 19:43:06,"Police are asking questions, stay quiet.",CASE0006
MSG0000227,8564343697,8720765024,2024-06-28 09:45:38,Use the alternate account for this transfer.,CASE0006
MSG0000228,7129328963,6078187109,2023-03-23 11:10:05,Meet at the usual spot after the handoff.,CASE0006
MSG0000229,7075605269,6342028471,2024-04-05 20:23:12,"The buyer confirmed, proceed with delivery.",CASE0006
MSG0000230,7129328963,6078187109,2023-03-02 13:47:53,"Police are asking questions, stay quiet.",CASE0006
MSG0000231,8738010124,8564343697,2024-06-18 21:07:40,"Police are asking questions, stay quiet.",CASE0006
MSG0000232,9710740433,8738010124,2024-11-08 18:17:23,Do not call me on the main line again.,CASE0006
MSG0000233,6319092487,6361487824,2025-04-12 20:15:38,Use the alternate account for this transfer.,CASE0006
MSG0000234,6073095055,6078187109,2025-02-26 11:34:54,Do not call me on the main line again.,CASE0006
MSG0000235,7075605269,7129328963,2025-01-29 04:22:23,Split the amount across the three accounts.,CASE0006
MSG0000236,9710740433,6073095055,2024-12-02 18:47:32,Destroy the old SIM after tonight.,CASE0006
MSG0000237,8517208496,6078187109,2025-11-07 04:20:45,Do not call me on the main line again.,CASE0006
MSG0000238,8720765024,7075605269,2023-08-23 07:30:47,"Police are asking questions, stay quiet.",CASE0006
MSG0000239,8564343697,6319092487,2025-08-09 02:59:55,"Police are asking questions, stay quiet.",CASE0006
MSG0000240,9710740433,8738010124,2023-11-16 07:30:13,Meet at the usual spot after the handoff.,CASE0006
MSG0000241,7686270369,7844234719,2024-07-01 01:20:06,Destroy the old SIM after tonight.,CASE0007
MSG0000242,7844234719,6040629118,2024-10-04 13:43:38,Meet at the usual spot after the handoff.,CASE0007
MSG0000243,7939578654,9552977601,2024-08-16 08:15:24,Do not call me on the main line again.,CASE0007
MSG0000244,6548044236,7844234719,2024-05-20 08:18:16,Meet at the usual spot after the handoff.,CASE0007
MSG0000245,8039439884,6049832112,2025-08-01 06:45:52,Split the amount across the three accounts.,CASE0007
MSG0000246,9552977601,6332528613,2025-05-03 08:55:55,Destroy the old SIM after tonight.,CASE0007
MSG0000247,7844234719,8039439884,2023-05-27 23:25:35,"Police are asking questions, stay quiet.",CASE0007
MSG0000248,7939578654,9775691983,2025-02-14 01:34:05,"Police are asking questions, stay quiet.",CASE0007
MSG0000249,9552977601,7449134213,2024-04-25 12:17:22,Meet at the usual spot after the handoff.,CASE0007
MSG0000250,9552977601,7939578654,2023-06-07 21:46:57,Meet at the usual spot after the handoff.,CASE0007
MSG0000251,8039439884,7949307417,2024-04-24 13:27:20,Meet at the usual spot after the handoff.,CASE0007
MSG0000252,9775691983,8039439884,2023-11-11 00:01:09,"The buyer confirmed, proceed with delivery.",CASE0007
MSG0000253,7939578654,7949307417,2025-06-29 14:20:48,"Police are asking questions, stay quiet.",CASE0007
MSG0000254,8039439884,6119622723,2023-01-19 11:26:05,Do not call me on the main line again.,CASE0007
MSG0000255,8408833183,8039439884,2023-12-11 11:10:26,Destroy the old SIM after tonight.,CASE0007
MSG0000256,7939578654,9552977601,2023-08-19 19:15:35,Use the alternate account for this transfer.,CASE0007
MSG0000257,7939578654,9392836929,2024-03-21 14:15:27,"The buyer confirmed, proceed with delivery.",CASE0007
MSG0000258,9552977601,7686270369,2025-05-10 22:39:47,Do not call me on the main line again.,CASE0007
MSG0000259,9392836929,7686270369,2024-06-30 17:47:47,Destroy the old SIM after tonight.,CASE0007
MSG0000260,9552977601,7949307417,2025-01-11 00:47:39,Do not call me on the main line again.,CASE0007
MSG0000261,7939578654,7844234719,2023-07-08 01:46:37,Destroy the old SIM after tonight.,CASE0007
MSG0000262,7939578654,6049832112,2025-08-11 02:57:29,"Police are asking questions, stay quiet.",CASE0007
MSG0000263,8039439884,9552977601,2023-09-13 18:55:49,Do not call me on the main line again.,CASE0007
MSG0000264,6548044236,9552977601,2025-08-17 13:07:54,"Police are asking questions, stay quiet.",CASE0007
MSG0000265,7939578654,7844234719,2024-10-01 17:56:00,Destroy the old SIM after tonight.,CASE0007
MSG0000266,7686270369,7844234719,2023-12-20 09:36:48,"Police are asking questions, stay quiet.",CASE0007
MSG0000267,7844234719,6548044236,2024-08-19 14:26:16,Do not call me on the main line again.,CASE0007
MSG0000268,7939578654,6119622723,2025-11-30 03:53:06,"Police are asking questions, stay quiet.",CASE0007
MSG0000269,7844234719,6040629118,2024-06-02 03:59:32,"Police are asking questions, stay quiet.",CASE0007
MSG0000270,7844234719,6332528613,2025-10-30 20:04:22,Split the amount across the three accounts.,CASE0007
MSG0000271,7939578654,6049832112,2024-06-09 01:56:54,"The buyer confirmed, proceed with delivery.",CASE0007
MSG0000272,9392836929,7686270369,2023-07-25 04:55:58,Split the amount across the three accounts.,CASE0007
