transaction_id,sender_account,receiver_account,amount,timestamp,case_id
TXN000070,15360964394534,65285443052361,740655.09,2024-07-10 15:09:09,CASE0004
TXN000071,77973095146073,15360964394534,386479.15,2023-03-29 11:13:41,CASE0004
TXN000072,15360964394534,38988102957882,281502.44,2025-04-30 17:57:31,CASE0004
TXN000073,65285443052361,15360964394534,745777.17,2025-03-16 22:59:28,CASE0004
TXN000074,15360964394534,00740451569933,163922.48,2023-06-04 22:48:17,CASE0004
TXN000075,07174164776310,65285443052361,415643.90,2023-04-25 19:17:05,CASE0004
TXN000076,15360964394534,00740451569933,409175.38,2023-03-25 08:08:31,CASE0004
TXN000077,07174164776310,65285443052361,273766.35,2025-11-13 15:32:39,CASE0004
TXN000078,15360964394534,65285443052361,57834.35,2024-05-22 17:08:27,CASE0004
TXN000079,65285443052361,07174164776310,164716.29,2025-05-16 12:54:37,CASE0004
TXN000080,65285443052361,25969718511477,126708.25,2025-04-25 19:14:30,CASE0004
TXN000081,95110848610660,99710818632133,383973.68,2023-01-01 17:41:09,CASE0005
TXN000082,51662156748637,48578671265728,571893.52,2023-04-20 20:11:29,CASE0005
TXN000083,28574040527703,51662156748637,110400.64,2023-08-24 03:21:56,CASE0005
TXN000084,99710818632133,95110848610660,340044.66,2023-10-13 11:49:01,CASE0005
TXN000085,83376223345015,51662156748637,468260.02,2025-01-10 03:11:59,CASE0005
TXN000086,76578661000059,28574040527703,662643.80,2023-12-20 14:35:51,CASE0005
TXN000087,10459992071898,83376223345015,314820.08,2023-05-22 14:56:08,CASE0005
TXN000088,51662156748637,10459992071898,455576.03,2024-07-25 16:28:46,CASE0005
TXN000089,51662156748637,48578671265728,344790.39,2023-01-17 05:49:42,CASE0005
TXN000090,51108178313571,83376223345015,491630.45,2024-04-25 16:26:22,CASE0005
TXN000091,10459992071898,95110848610660,304961.59,2023-07-08 23:07:33,CASE0005
TXN000092,10459992071898,28574040527703,523361.86,2025-09-23 18:56:51,CASE0005
TXN000093,95110848610660,76578661000059,134567.50,2025-11-30 04:15:25,CASE0005
TXN000094,99710818632133,95110848610660,610782.29,2024-04-13 17:10:22,CASE0005
TXN000095,10459992071898,95110848610660,630460.68,2023-01-18 08:45:10,CASE0005
TXN000096,99710818632133,51662156748637,338084.14,2024-12-25 10:50:48,CASE0005
TXN000097,31755337347763,51662156748637,76327.96,2024-03-28 05:44:46,CASE0005
TXN000098,99710818632133,51662156748637,49159.05,2023-03-21 23:29:26,CASE0005
TXN000099,31755337347763,10459992071898,718258.13,2024-06-23 03:11:32,CASE0005
TXN000100,76578661000059,95110848610660,744850.22,2023-08-06 16:15:54,CASE0005
TXN000101,24421461004983,34592325802455,119336.74,2023-08-20 11:34:44,CASE0006
TXN000102,10389166770952,87927462268975,566596.78,2024-10-02 04:43:11,CASE0006
TXN000103,16525081595904,35984070547209,222318.25,2023-04-26 08:12:17,CASE0006
TXN000104,51435804711800,86870375578545,353114.31,2024-01-13 18:54:58,CASE0006
TXN000105,35984070547209,38125802562197,551372.58,2025-09-06 01:52:18,CASE0006
TXN000106,65974709148719,35984070547209,482130.64,2023-01-21 00:09:09,CASE0006
TXN000107,35984070547209,34592325802455,604456.30,2025-10-02 16:19:52,CASE0006
TXN000108,65974709148719,35984070547209,163522.35,2025-06-07 07:46:35,CASE0006
TXN000109,53542372466762,35984070547209,721549.15,2023-08-15 10:16:52,CASE0006
TXN000110,10389166770952,35984070547209,511553.46,2024-08-17 08:54:35,CASE0006
TXN000111,51435804711800,10389166770952,580976.92,2024-06-23 04:47:32,CASE0006
TXN000112,53542372466762,86870375578545,522537.08,2024-12-06 09:46:39,CASE0006
TXN000113,86870375578545,51435804711800,729093.55,2025-03-12 04:00:59,CASE0006
TXN000114,35984070547209,51435804711800,355802.07,2023-04-04 11:01:28,CASE0006
TXN000115,24421461004983,35984070547209,491055.11,2023-10-18 14:36:10,CASE0006
TXN000116,53542372466762,35984070547209,564685.48,2023-02-10 15:13:12,CASE0006
TXN000117,87927462268975,86870375578545,358265.76,2025-06-16 19:11:05,CASE0006
TXN000118,87927462268975,86870375578545,141673.88,2023-04-26 00:27:09,CASE0006
TXN000119,16525081595904,35984070547209,321856.20,2024-11-20 13:25:52,CASE0006
TXN000120,24421461004983,86870375578545,395880.20,2023-11-07 18:10:50,CASE0006
TXN000121,24827463523561,90408086283557,544006.31,2024-05-28 02:16:34,CASE0007
TXN000122,84016776921910,24827463523561,589723.98,2025-06-02 05:20:56,CASE0007
TXN000123,37343488919000,90408086283557,640182.51,2024-02-15 21:00:42,CASE0007
TXN000124,82125588774050,90408086283557,324325.14,2024-10-11 07:51:50,CASE0007
TXN000125,50980993409600,37343488919000,436983.48,2024-07-10 14:06:55,CASE0007
TXN000126,72344241608388,63004335901564,282338.70,2025-11-13 12:23:39,CASE0007
TXN000127,72344241608388,24827463523561,177893.78,2023-02-28 13:50:44,CASE0007
TXN000128,41405806709144,90408086283557,130174.08,2025-05-21 04:24:01,CASE0007
TXN000129,69474934768893,00636210516407,547074.60,2023-06-16 17:31:03,CASE0007
TXN000130,37343488919000,72344241608388,558906.92,2023-12-04 23:29:12,CASE0007
TXN000131,24827463523561,00276327223736,661793.44,2023-12-24 19:06:06,CASE0007
TXN000132,24827463523561,90408086283557,61476.81,2023-09-15 06:54:54,CASE0007
TXN000133,44146796938925,24827463523561,162667.94,2023-07-20 10:49:24,CASE0007
TXN000134,63004335901564,84016776921910,446470.41,2025-02-21 09:53:57,CASE0007
TXN000135,54964220699255,41405806709144,44132.70,2023-02-07 03:36:35,CASE0007
TXN000136,37174190669545,41405806709144,61406.60,2025-12-15 12:34:07,CASE0007
TXN000137,37174190669545,99479141592842,309808.52,2023-11-26 04:10:06,CASE0007
TXN000138,90408086283557,43837542884637,30115.84,2023-09-09 19:51:38,CASE0007
TXN000139,63004335901564,84016776921910,217614.64,2025-03-29 08:07:27,CASE0007
TXN000140,37174190669545,69474934768893,192479.54,2024-01-17 12:14:36,CASE0007
TXN000141,24204653521705,32139928581427,665742.68,2025-04-01 00:17:23,CASE0008
TXN000142,70095830428632,27402655859245,640165.80,2025-01-06 04:12:15,CASE0008
TXN000143,70457408507491,31245347491160,53972.55,2023-11-22 18:56:49,CASE0008
TXN000144,32139928581427,00755040841383,466745.34,2024-09-20 13:34:40,CASE0008
TXN000145,24204653521705,83826820120215,26072.97,2025-08-15 01:28:39,CASE0008
TXN000146,32139928581427,24204653521705,62955.72,2024-10-27 23:19:35,CASE0008
TXN000147,27402655859245,70095830428632,458201.86,2023-02-16 06:07:06,CASE0008
TXN000148,24204653521705,32139928581427,333616.56,2025-10-04 13:34:31,CASE0008
TXN000149,24204653521705,31245347491160,302826.55,2023-08-27 11:17:24,CASE0008
TXN000150,70457408507491,79852948447041,274572.36,2023-08-29 05:37:46,CASE0008
TXN000151,70457408507491,27402655859245,741843.72,2024-03-12 04:40:51,CASE0008
TXN000152,00755040841383,24204653521705,102484.14,2024-04-22 05:57:40,CASE0008
TXN000153,27402655859245,32139928581427,721938.80,2024-01-14 06:26:06,CASE0008
TXN000154,60713391438276,70457408507491,546101.42,2025-10-23 23:42:30,CASE0008
TXN000155,24204653521705,70095830428632,309485.97,2024-12-15 07:23:15,CASE0008
TXN000156,70095830428632,00755040841383,580188.55,2024-08-18 11:42:32,CASE0008
TXN000157,24204653521705,60713391438276,472822.52,2025-03-07 02:20:38,CASE0008
TXN000158,27402655859245,70457408507491,412363.82,2023-05-15 06:48:25,CASE0008
TXN000159,79852948447041,24204653521705,181400.90,2023-01-05 03:29:02,CASE0008
TXN000160,24204653521705,70095830428632,359633.63,2024-09-17 20:40:46,CASE0008
TXN000161,22372074197537,98984738439537,453955.05,2025-04-18 19:58:06,CASE0009
TXN000162,16415733768409,43009173163324,64719.48,2025-11-09 03:24:46,CASE0009
TXN000163,72240553061139,45603186865927,469692.87,2025-02-16 10:33:24,CASE0009
TXN000164,10415074931660,16415733768409,138820.76,2023-04-05 08:32:52,CASE0009
TXN000165,31756073021737,96846041261655,596523.27,2023-02-03 10:17:34,CASE0009
TXN000166,43009173163324,16415733768409,583555.61,2023-10-16 11:19:57,CASE0009
TXN000167,43009173163324,06496072652014,180629.84,2025-03-03 14:11:29,CASE0009
TXN000168,98984738439537,31756073021737,427874.92,2023-11-17 22:00:55,CASE0009
TXN000169,45603186865927,16569386512054,254676.22,2024-11-25 07:22:14,CASE0009
TXN000170,72240553061139,96846041261655,129988.34,2024-08-07 22:34:08,CASE0009
TXN000171,39781573415910,72240553061139,423724.98,2023-06-25 11:17:40,CASE0009
TXN000172,16569386512054,83545749883968,150516.30,2024-05-11 09:39:38,CASE0009
TXN000173,41188034670061,43009173163324,294745.00,2024-05-10 16:07:27,CASE0009
TXN000174,31756073021737,10415074931660,662879.87,2025-09-04 20:32:03,CASE0009
TXN000175,72240553061139,16569386512054,240428.49,2025-10-30 19:49:35,CASE0009
TXN000176,22372074197537,41188034670061,469266.62,2025-02-02 10:14:14,CASE0009
TXN000177,16415733768409,43009173163324,183592.04,2024-06-08 16:56:46,CASE0009
TXN000178,72240553061139,39781573415910,283076.20,2024-05-28 10:25:40,CASE0009
TXN000179,61710147824759,06496072652014,136079.75,2023-06-20 22:58:48,CASE0009
TXN000180,08745921893105,39781573415910,448523.39,2024-07-08 04:06:39,CASE0009
TXN000181,28724504094147,81694032422164,684546.06,2023-05-18 16:04:13,CASE0010
TXN000182,28724504094147,01442305665776,715380.38,2023-06-19 17:41:14,CASE0010
TXN000183,31670141048820,01442305665776,42316.55,2024-08-30 04:25:57,CASE0010
TXN000184,05787660178296,89105482562739,723987.25,2025-03-30 02:31:22,CASE0010
TXN000185,01442305665776,31670141048820,523932.83,2025-02-02 15:47:31,CASE0010
TXN000186,94185455418925,00925683596278,234477.34,2025-10-11 00:35:49,CASE0010
TXN000187,31670141048820,81694032422164,339869.94,2025-12-21 11:50:28,CASE0010
TXN000188,05787660178296,94185455418925,617177.45,2023-10-11 22:28:29,CASE0010
TXN000189,05787660178296,31670141048820,158987.85,2025-03-18 16:26:11,CASE0010
TXN000190,94185455418925,00925683596278,265629.31,2024-06-26 12:21:02,CASE0010
TXN000191,28724504094147,01442305665776,156943.40,2023-10-01 06:23:04,CASE0010
TXN000192,01442305665776,94185455418925,392393.44,2023-06-03 01:32:24,CASE0010
TXN000193,28724504094147,81694032422164,539126.93,2024-02-29 11:23:32,CASE0010
TXN000194,89105482562739,75393036199932,324334.76,2024-06-22 23:43:36,CASE0010
TXN000195,98956911030897,81694032422164,606297.40,2023-04-17 13:08:15,CASE0010
TXN000196,94185455418925,01442305665776,296277.05,2025-09-06 15:27:05,CASE0010
TXN000197,75393036199932,31670141048820,158450.37,2023-02-21 09:21:21,CASE0010
TXN000198,01442305665776,28724504094147,106894.20,2025-09-29 03:34:37,CASE0010
TXN000199,98956911030897,31670141048820,467060.68,2023-08-30 12:01:16,CASE0010
TXN000200,89105482562739,00925683596278,147366.10,2023-10-29 15:30:47,CASE0010
TXN000201,28789715359647,49089571070611,612282.76,2023-09-21 11:26:23,CASE0011
TXN000202,44940998575256,38824996966081,614126.87,2024-01-30 05:10:53,CASE0011
TXN000203,38824996966081,00036685743973,253912.57,2023-02-02 10:22:24,CASE0011
TXN000204,28789715359647,40277601231625,590522.14,2024-03-29 01:15:39,CASE0011
TXN000205,20895217680126,38824996966081,463802.40,2024-07-25 13:36:58,CASE0011
TXN000206,00036685743973,20895217680126,304733.15,2023-05-15 15:38:38,CASE0011
TXN000207,28789715359647,38824996966081,208206.14,2023-04-30 12:13:54,CASE0011
TXN000208,38824996966081,92303606778719,460795.50,2023-05-26 16:52:25,CASE0011
TXN000209,49089571070611,68303253695255,463273.43,2025-03-14 14:35:01,CASE0011
TXN000210,92303606778719,78562508450143,291097.09,2025-08-05 00:42:18,CASE0011
TXN000211,92303606778719,44940998575256,671086.60,2025-01-13 00:05:19,CASE0011
TXN000212,20895217680126,78562508450143,554504.09,2024-11-21 17:49:01,CASE0011
TXN000213,28789715359647,49089571070611,194244.23,2023-05-27 20:43:30,CASE0011
TXN000214,20895217680126,68303253695255,346778.14,2024-11-17 21:32:30,CASE0011
TXN000215,41442719745314,28789715359647,369657.52,2023-07-30 01:16:34,CASE0011
TXN000216,38824996966081,68303253695255,312101.07,2025-03-26 14:20:02,CASE0011
TXN000217,68303253695255,49089571070611,144731.25,2024-07-05 12:58:18,CASE0011
TXN000218,38824996966081,44940998575256,539343.93,2025-09-03 18:26:39,CASE0011
TXN000219,28789715359647,44940998575256,331294.05,2023-04-11 08:17:09,CASE0011
TXN000220,68303253695255,20895217680126,564027.48,2024-05-01 20:36:36,CASE0011
TXN000221,56024923577741,39561361510037,601831.96,2023-07-21 02:16:19,CASE0012
TXN000222,39561361510037,88230925872894,260186.93,2025-10-19 05:08:39,CASE0012
TXN000223,51940723461504,39561361510037,113244.94,2025-01-01 18:43:29,CASE0012
TXN000224,54495697755612,27379572381612,475155.84,2023-09-09 20:29:43,CASE0012
TXN000225,39561361510037,94973976876596,651975.60,2024-08-05 04:31:25,CASE0012
TXN000226,56024923577741,39561361510037,224191.77,2025-03-19 15:11:32,CASE0012
TXN000227,39561361510037,54853961048088,386035.63,2025-06-10 23:39:13,CASE0012
TXN000228,54853961048088,39561361510037,217117.82,2023-05-05 05:24:04,CASE0012
TXN000229,39561361510037,88230925872894,639411.91,2023-08-15 00:56:49,CASE0012
TXN000230,47118132072391,39561361510037,225312.95,2023-02-09 22:21:43,CASE0012
TXN000231,39561361510037,47118132072391,177784.82,2023-08-24 21:18:02,CASE0012
TXN000232,54495697755612,39561361510037,649543.86,2025-06-29 18:02:56,CASE0012
TXN000233,39561361510037,03909738079914,99999.48,2024-09-30 02:26:24,CASE0012
TXN000234,03909738079914,39561361510037,306647.67,2023-11-28 09:41:48,CASE0012
TXN000235,51940723461504,39561361510037,125649.71,2025-06-22 21:43:14,CASE0012
TXN000236,39561361510037,88230925872894,644726.75,2025-03-13 20:59:08,CASE0012
TXN000237,54495697755612,03909738079914,733129.54,2023-01-14 01:34:08,CASE0012
TXN000238,54495697755612,39561361510037,594537.26,2024-04-05 02:51:48,CASE0012
TXN000239,39561361510037,54495697755612,41731.79,2025-01-05 23:56:29,CASE0012
TXN000240,54853961048088,39561361510037,421969.60,2025-04-13 05:06:12,CASE0012
TXN000241,10302759608895,88415771291842,393426.71,2023-11-02 21:21:48,CASE0013
TXN000242,02967050356237,88415771291842,181671.19,2023-02-26 15:31:42,CASE0013
TXN000243,10955753882578,14963550193531,423082.06,2024-08-19 10:18:46,CASE0013
TXN000244,14963550193531,78174420540515,362996.51,2023-09-26 19:48:16,CASE0013
TXN000245,02967050356237,78174420540515,97807.08,2025-07-16 18:40:25,CASE0013
TXN000246,71671489579257,78174420540515,96173.76,2025-02-01 04:39:18,CASE0013
TXN000247,78174420540515,14963550193531,450201.10,2025-05-16 08:05:09,CASE0013
TXN000248,14963550193531,78174420540515,270914.64,2023-11-22 05:34:30,CASE0013
TXN000249,10955753882578,20836248748562,237078.55,2024-04-23 07:19:46,CASE0013
TXN000250,88415771291842,02967050356237,398047.08,2023-11-08 23:34:37,CASE0013
TXN000251,78174420540515,14963550193531,712627.75,2025-01-29 02:55:20,CASE0013
TXN000252,93195799659123,65854059193442,102152.63,2025-01-03 08:22:55,CASE0013
TXN000253,65854059193442,48923960424450,722194.35,2024-11-02 01:45:01,CASE0013
TXN000254,78174420540515,02967050356237,53762.59,2024-07-16 16:53:47,CASE0013
TXN000255,88415771291842,71671489579257,168059.64,2024-09-17 15:59:46,CASE0013
TXN000256,48923960424450,78174420540515,578020.57,2025-01-02 07:34:49,CASE0013
TXN000257,65854059193442,10302759608895,645777.79,2023-05-07 09:15:38,CASE0013
TXN000258,78174420540515,10302759608895,202616.32,2023-05-14 08:20:12,CASE0013
TXN000259,02967050356237,88415771291842,392553.55,2024-02-10 08:54:59,CASE0013
TXN000260,14963550193531,71671489579257,468110.26,2023-04-02 01:11:53,CASE0013
TXN000261,88462054201186,15242443102993,679444.61,2025-05-13 17:38:40,CASE0014
TXN000262,36700974188682,15242443102993,221532.41,2023-08-07 17:28:59,CASE0014
TXN000263,14650039455846,15242443102993,694087.50,2024-08-08 19:23:08,CASE0014
TXN000264,72396778390751,90355081996844,354200.42,2024-03-31 01:10:10,CASE0014
TXN000265,87443081836329,72396778390751,281303.51,2024-09-23 22:27:40,CASE0014
TXN000266,37316927592746,14650039455846,90123.85,2025-12-08 19:26:51,CASE0014
TXN000267,87443081836329,88462054201186,132939.07,2024-11-17 02:28:46,CASE0014
TXN000268,90355081996844,36700974188682,295148.89,2025-02-03 14:50:03,CASE0014
TXN000269,94949278367744,96837201648547,428056.35,2024-01-31 06:26:44,CASE0014
TXN000270,96837201648547,53742525776899,569085.04,2023-10-07 23:26:11,CASE0014
TXN000271,87443081836329,72396778390751,343393.90,2024-09-26 17:01:13,CASE0014
TXN000272,88462054201186,75120901817497,371644.32,2025-03-02 01:08:53,CASE0014
TXN000273,94949278367744,37316927592746,131460.92,2023-10-04 18:16:43,CASE0014
TXN000274,90355081996844,88462054201186,388487.78,2024-09-17 08:45:46,CASE0014
TXN000275,96837201648547,53742525776899,406936.59,2025-01-31 03:24:38,CASE0014
TXN000276,36700974188682,15242443102993,405585.26,2024-11-14 11:00:46,CASE0014
TXN000277,36700974188682,90355081996844,678690.17,2024-07-09 10:11:56,CASE0014
TXN000278,90355081996844,96837201648547,367712.37,2025-01-08 02:53:41,CASE0014
TXN000279,53742525776899,88462054201186,437881.05,2024-12-19 21:17:44,CASE0014
TXN000280,04503083491164,37316927592746,377099.48,2024-06-24 15:44:25,CASE0014
TXN000281,60641442509693,73092407413596,66213.25,2024-12-02 20:55:04,CASE0015
TXN000282,60641442509693,46778189863613,465868.96,2025-10-10 00:16:17,CASE0015
TXN000283,35781412770153,55392588302136,273656.45,2025-12-03 11:19:28,CASE0015
TXN000284,30044922946897,39285320254616,366993.03,2023-05-10 22:12:24,CASE0015
TXN000285,90536791207209,55392588302136,404277.60,2025-04-25 05:00:21,CASE0015
TXN000286,30044922946897,90536791207209,48199.53,2023-08-10 19:32:58,CASE0015
TXN000287,30044922946897,60641442509693,568985.72,2023-05-17 14:11:22,CASE0015
TXN000288,55392588302136,80488672514096,137355.73,2023-12-03 01:15:50,CASE0015
TXN000289,90536791207209,30044922946897,262995.42,2023-09-07 09:04:32,CASE0015
TXN000290,30044922946897,90536791207209,497044.28,2025-10-21 09:17:44,CASE0015
TXN000291,60641442509693,90536791207209,336239.74,2024-11-25 10:02:16,CASE0015
TXN000292,73092407413596,60641442509693,495208.03,2023-07-17 05:34:10,CASE0015
TXN000293,60641442509693,39285320254616,382954.51,2023-06-09 21:27:03,CASE0015
TXN000294,60641442509693,35781412770153,468525.31,2023-12-31 13:31:07,CASE0015
TXN000295,55392588302136,80488672514096,421702.78,2025-06-25 08:52:02,CASE0015
TXN000296,39285320254616,55392588302136,393353.51,2024-10-29 17:42:21,CASE0015
TXN000297,60641442509693,90536791207209,117380.53,2023-04-27 20:16:33,CASE0015
TXN000298,30044922946897,60641442509693,686786.52,2024-07-03 01:24:42,CASE0015
TXN000299,90536791207209,30044922946897,311672.53,2025-02-06 17:56:04,CASE0015
TXN000300,60641442509693,30044922946897,273022.95,2024-07-17 15:00:43,CASE0015
TXN000301,88676227353340,68568506648782,143257.34,2024-03-05 22:14:41,
TXN000302,68568506648782,63173338568369,296791.00,2025-01-09 19:58:16,
TXN000303,68273428904268,93715193178449,232813.36,2023-03-09 02:31:05,CASE0016
TXN000304,25267494222166,68568506648782,251684.62,2023-09-26 21:13:14,
TXN000305,68568506648782,63173338568369,252075.01,2024-04-27 08:27:04,
TXN000306,45418337881474,63173338568369,119528.43,2025-01-19 01:09:32,CASE0016
TXN000307,88676227353340,68568506648782,122992.45,2024-10-31 15:06:46,
TXN000308,68568506648782,63173338568369,117159.89,2024-08-20 21:21:12,
TXN000309,45418337881474,63173338568369,173691.94,2025-03-21 21:47:55,CASE0016
TXN000310,45418337881474,68568506648782,226962.57,2024-02-17 17:33:47,
TXN000311,68568506648782,93715193178449,297335.69,2025-11-28 18:40:19,
TXN000312,68273428904268,63173338568369,288878.77,2025-06-06 04:08:20,CASE0016
TXN000313,88676227353340,68568506648782,118346.22,2024-07-01 19:29:28,
TXN000314,68568506648782,93715193178449,86493.81,2023-11-01 09:18:17,
TXN000315,88676227353340,93715193178449,108385.87,2025-03-03 05:33:33,CASE0016
TXN000316,45106838292162,68273428904268,292070.60,2023-06-13 21:50:29,CASE0016
TXN000317,88676227353340,63173338568369,215479.16,2024-11-16 02:42:27,CASE0016
TXN000318,45418337881474,45106838292162,176633.10,2025-11-28 19:04:48,CASE0016
TXN000319,63173338568369,45106838292162,229788.31,2025-08-23 19:46:20,CASE0016
TXN000320,45106838292162,63173338568369,604110.49,2023-01-13 01:56:01,CASE0016
TXN000321,45418337881474,74603023121781,38862.65,2024-08-17 18:05:38,CASE0016
TXN000322,30628734512951,88676227353340,257542.82,2023-07-28 17:01:49,CASE0016
TXN000323,63173338568369,25267494222166,52327.90,2024-09-02 11:03:09,CASE0016
TXN000324,42984104003273,88676227353340,354543.48,2024-07-15 22:34:38,CASE0016
TXN000325,68273428904268,93715193178449,626237.35,2025-12-17 18:56:58,CASE0016
TXN000326,93715193178449,45106838292162,617301.55,2023-09-27 02:31:29,CASE0016
TXN000327,45106838292162,25267494222166,526620.63,2024-08-08 01:55:12,CASE0016
TXN000328,60429429921192,48670769864449,293129.57,2025-09-15 02:58:37,
TXN000329,48670769864449,25068212035813,126619.56,2023-01-24 08:50:12,
TXN000330,62930961507106,25068212035813,242166.82,2024-03-11 08:01:31,CASE0017
TXN000331,13116694602124,48670769864449,132073.13,2024-10-04 10:53:01,
TXN000332,48670769864449,52254945703176,174771.65,2025-03-04 01:48:27,
TXN000333,21790053126055,52254945703176,207697.13,2024-08-11 05:12:38,CASE0017
